"length","width","size","conc1","conc2","asym","long","trans","alpha","dist"
39.006,22.8505,3.0739,0.2218,0.1194,-11.2592,22.693,13.9628,1.73622150853081,127.266
91.6774,32.7119,3.6197,0.2403,0.136,7.8062,61.0854,20.3299,1.36500910218726,369.271
74.7173,27.7138,2.9001,0.3612,0.1907,-32.4868,47.5564,29.9233,1.80428849056133,291.766
36.8391,13.6851,2.6571,0.3634,0.2015,19.7791,26.0942,2.2219,2.39612597437207,140.335
40.1407,23.6802,3.0779,0.219,0.1132,2.9817,25.1985,16.7342,2.04132636266551,137.303
17.6569,10.4081,2.3598,0.6419,0.3734,19.9805,12.0855,4.9973,2.11314938373997,185.554
21.2971,6.9323,2.1089,0.716,0.4008,23.1009,12.3351,6.3195,2.93648336199883,97.4673
21.6732,10.3466,2.1761,0.56,0.2967,-5.6489,17.5152,10.1706,2.5060341184744,129.982
41.0855,22.6806,3.1757,0.2469,0.1258,-9.0496,10.8967,12.598,1.68302653894085,145.532
30.1393,12.6966,2.673,0.3524,0.1837,-6.118,9.4996,3.971,2.21777734853177,129.904
19.2635,7.4589,2.1287,0.7361,0.4498,-0.6821,5.437,4.3523,2.97141820266052,129.267
47.0455,24.8614,2.8597,0.2555,0.154,43.8736,30.9172,23.5571,0.725470808976923,173.939
20.7751,10.7539,2.2856,0.5648,0.3083,-6.7961,17.7862,9.4211,2.31301680252606,150.189
19.8847,10.9625,2.3729,0.6737,0.4004,14.8261,18.6013,8.8835,2.23471392695226,126.042
88.1997,22.1223,3.1931,0.1679,0.0862,10.1997,77.8023,3.5625,1.87295932277762,226.814
31.0586,16.9068,2.5999,0.3668,0.2123,13.709,21.735,15.4354,1.85200230435277,210.618
45.1917,16.5049,2.9125,0.241,0.1242,16.8674,33.7819,11.9977,1.32260559822405,175.676
26.456,18.0344,2.7749,0.3442,0.1755,7.6496,11.092,12.225,2.29554679409003,83.869
81.2862,14.7447,2.8976,0.3367,0.212,94.9817,61.5228,12.9656,1.4254803030837,274.555
46.2842,25.4463,3.1094,0.1757,0.089,62.6102,19.3928,16.9034,1.5280549138141,181.334
62.4243,21.1078,3.2783,0.1802,0.0972,-10.4586,24.1103,9.0154,1.31376481290873,228.939
19.1111,12.3937,2.5244,0.5172,0.3004,0.3835,8.5182,8.3654,2.80593047604092,146.866
39.9822,19.5534,2.8041,0.2669,0.1342,27.7869,27.8685,8.9399,2.45724527110727,209.306
26.5364,14.8915,2.6955,0.4133,0.2087,-4.2065,18.034,8.4802,1.97843496231345,161.388
94.0642,18.9737,3.1281,0.2264,0.1255,38.5984,81.5687,13.3962,1.49484758745929,272.645
61.8847,30.7737,3.3599,0.2327,0.1164,43.1582,52.6065,23.8603,0.391531732005924,277.323
24.9766,15.7262,2.5635,0.5219,0.3538,20.7198,25.4249,14.3234,1.23122522916442,124.449
59.5126,31.0478,3.2827,0.1731,0.1051,58.4711,61.3665,10.245,1.1082831300474,86.7844
54.6903,13.3808,2.6498,0.3225,0.1691,9.216,41.7832,8.7147,2.17325302008422,84.5171
45.7388,14.8798,3.1654,0.2924,0.1554,42.1786,32.4473,9.2524,1.49667041171975,173.518
91.9596,25.8895,3.6091,0.1473,0.0781,49.0344,97.9016,17.1415,1.65196624907428,233.582
34.7714,17.8139,2.7835,0.3523,0.1918,23.7456,30.3091,7.6813,0.95477327885015,161.232
36.2174,17.4475,2.8041,0.3454,0.1939,20.3095,24.7243,9.5885,1.38813350663955,202.864
30.8784,17.2585,2.7589,0.3693,0.1925,31.0391,19.2528,5.6373,1.92526081257925,186.985
35.0856,17.7549,2.9217,0.3174,0.1707,5.7032,22.9087,10.1315,2.11156590613224,169.281
28.5956,23.4599,2.9865,0.3032,0.1521,37.2139,22.6608,18.2677,1.52149643554549,144.826
29.3314,18.0657,2.4706,0.3824,0.1946,30.637,17.4264,17.4762,1.81039907556688,165.406
55.8974,21.1167,3.3867,0.2188,0.1172,13.3262,38.6111,12.3661,1.78889805360325,227.379
21.5669,17.6416,2.5465,0.446,0.2741,3.5979,17.7038,16.0627,2.59652809969762,101.997
40.3756,23.5152,2.7774,0.2387,0.1194,50.5773,38.3548,16.3403,1.62529702824593,130.919
79.8079,23.1663,3.3959,0.2126,0.1115,-15.812,72.6058,11.8978,1.0315729967161,323.819
65.6077,21.9075,3.4512,0.2052,0.1056,43.03,67.8894,11.479,1.8081661394917,224.172
13.0133,10.5199,2.2188,0.7674,0.5045,12.8519,4.3884,7.8762,2.37681461993381,147.726
36.5926,12.6364,2.7011,0.3423,0.194,36.8992,30.5255,7.991,1.6133571940578,218.012
45.2957,24.5599,3.0441,0.3749,0.2163,49.259,37.6472,18.7289,1.69225849529738,283.62
81.2144,27.8229,3.9569,0.132,0.0685,45.9843,71.4551,13.9737,0.727362194959603,262.251
19.4247,13.4496,2.5447,0.5678,0.3609,-3.2619,15.1521,10.0745,2.87301849567856,234.56
58.3354,20.862,3.2316,0.2417,0.1493,51.4594,51.0709,13.4934,1.41129657316626,207.605
45.4666,14.8112,2.6906,0.2834,0.1621,25.4834,24.4189,10.447,1.98638982658883,190.72
71.3588,34.9759,3.5158,0.1845,0.102,19.2408,70.827,23.5493,1.12044115691901,289.206
60.8649,14.4934,2.8689,0.307,0.1684,-48.7893,23.8006,10.5276,1.42131928481686,184.962
19.9697,12.0635,2.2989,0.6533,0.3693,8.9327,20.5025,7.2398,1.27959991774761,96.9348
59.4502,18.2507,2.6493,0.3991,0.2119,22.6093,62.4,9.105,0.602872819844886,177.613
48.3912,18.4805,2.9408,0.2659,0.145,20.4114,29.5839,9.544,1.28062484748657,157.832
13.0447,11.1348,2.3253,0.7565,0.3995,-14.8618,4.6115,11.6942,2.25063827430593,140.294
28.1559,14.9064,2.549,0.3757,0.1907,12.9578,12.4334,7.1315,2.24672688393594,89.3021
38.3688,15.7524,2.9501,0.3298,0.1789,9.5988,31.0955,7.6056,1.39287583439603,158.301
23.2199,12.5471,2.4306,0.5195,0.3061,25.9603,11.3088,8.5799,1.24024725325046,207.886
13.0171,11.0189,2.1351,0.7546,0.4432,-14.2679,6.0922,10.3619,1.2657378803906,144.364
21.0039,9.4136,2.4843,0.6557,0.3721,-0.1722,12.1835,6.5381,2.00013436145964,232.436
92.4111,42.428,4.1425,0.072,0.0376,49.6948,74.1526,22.5753,1.2202292277066,216.879
17.0911,10.5528,2.3909,0.6748,0.4004,-3.3729,7.3418,7.9732,1.96450363787574,129.857
77.9731,28.946,3.8051,0.1419,0.0729,50.714,58.899,16.888,1.2525640996768,237.506
66.2317,28.0831,3.4596,0.1374,0.0692,81.8702,48.5886,14.4011,1.68857867748504,186.715
57.3784,11.9098,2.5058,0.3619,0.1888,26.193,44.5276,5.0292,2.16089688445816,252.729
54.2678,23.667,3.1062,0.2028,0.1155,69.796,43.4352,11.8562,1.20423104242658,228.688
22.9555,12.1637,2.5065,0.5327,0.3037,10.4631,3.4829,9.9496,2.28037193303136,195.417
16.4178,11.3364,2.3324,0.614,0.3744,-2.3333,5.9175,7.4085,2.84548580864463,197.513
71.912,18.1349,3.3059,0.178,0.0986,65.3485,66.7547,8.4497,0.926859894372705,195.837
12.9131,11.3783,2.0986,0.741,0.3785,-15.0376,4.2909,11.7179,3.03307402347514,111.695
45.8448,25.5516,3.1402,0.1926,0.1162,69.452,23.7428,12.6999,0.947304117027311,189.467
60.4087,15.2666,2.9175,0.2382,0.1276,67.2909,40.1999,6.3825,1.27536692324366,232.763
20.9316,15.2379,2.4857,0.4575,0.2402,25.2371,14.1903,5.9376,2.46089186504729,137.007
22.1148,11.2098,2.2068,0.5652,0.2888,12.3217,19.5864,9.1503,2.91571803291837,201.773
37.0231,11.8232,2.4472,0.4607,0.2554,35.0821,18.4226,11.4589,1.65033346875255,141.289
32.748,8.7535,2.4314,0.4519,0.2574,22.3976,17.2276,3.3865,1.70543389508252,205.518
74.2393,23.5248,3.2633,0.1603,0.0837,12.1422,68.1582,14.9842,1.36854381403201,165.9
45.4177,24.4525,3.237,0.2358,0.1191,21.0825,23.2203,19.2448,1.45857456987322,260.518
71.8513,18.648,2.9393,0.2714,0.1386,52.4806,68.707,15.7506,2.14197077400635,276.77
12.9604,11.2107,2.1569,0.7456,0.4216,-14.7113,6.7743,10.7389,2.30601931421053,223.592
64.1662,20.4815,3.0195,0.2696,0.1649,29.0729,53.8111,9.4898,1.40212707167851,245.561
47.8668,18.5332,2.9542,0.1967,0.0983,56.9822,36.1669,10.3845,1.11293677876817,164.41
31.7833,16.3332,2.6785,0.348,0.1897,33.2758,27.5985,10.6734,1.3410192246993,192.009
36.9759,25.5087,3.0833,0.2187,0.1143,35.107,22.5906,13.9966,1.405830818783,232.353
88.3799,23.7348,3.2642,0.1905,0.1053,-1.3763,76.8995,12.1729,0.986998637403621,339.391
21.3067,10.7626,2.2625,0.6011,0.3251,16.6042,17.7574,4.9065,1.43724451766374,73.8729
26.9279,16.4598,2.5944,0.3919,0.2252,16.5826,15.3732,9.7668,1.35287590105309,256.847
56.6077,24.9021,3.568,0.1952,0.105,58.7155,51.7478,14.1674,1.2540118447638,189.106
34.9166,10.8864,2.4713,0.4358,0.228,41.7939,27.4707,9.0442,1.84414810643796,92.967
20.3836,6.9632,2.1508,0.7774,0.4346,20.809,14.0899,5.5322,2.97407324124551,166.472
61.4065,23.6761,3.2221,0.2255,0.1244,5.489,58.0511,13.3581,1.71587140138377,173.19
12.8465,11.3958,2.0986,0.7251,0.4183,-15.0141,8.3864,8.8695,2.86965601109397,122.773
50.321,22.4097,2.7585,0.4045,0.2537,-15.2974,35.9781,21.9156,1.6476292974617,344.488
21.2721,10.4919,2.3802,0.625,0.3979,19.36,20.1849,11.552,2.49192738382398,68.1625
49.9884,18.3477,2.9983,0.2018,0.1019,-6.3434,28.8756,11.7644,1.43315994187527,187.793
22.4568,12.7081,2.1987,0.5886,0.3386,15.1961,13.0024,9.2513,2.61719050208344,47.0187
78.0691,27.809,3.3742,0.1834,0.097,-37.9283,63.1791,26.3966,0.978304088267259,291.276
52.7965,18.233,2.9564,0.2045,0.1111,90.0719,20.9841,11.9137,1.31310279969129,221.133
62.4314,20.7422,3.0569,0.2456,0.1303,21.528,35.1855,6.8249,1.15570957794989,259.624
22.0396,16.2619,2.5575,0.5097,0.3144,8.6338,18.1957,14.5208,2.36075198130534,230.924
23.5602,17.8801,2.6243,0.3492,0.1841,2.1093,18.9767,5.9243,2.24532578384912,90.719
22.3607,12.3815,2.3253,0.5154,0.2719,-1.331,9.8102,5.5702,2.21313324463381,186.33
26.24,11.9813,2.4764,0.5743,0.3723,9.7825,16.9651,12.9885,1.74423837223271,113.409
34.6492,14.9269,2.5434,0.4006,0.2246,19.0188,16.9082,13.6121,2.43159186639298,242.353
56.8061,18.1476,2.9829,0.2309,0.1191,22.455,56.0984,7.8091,1.82916189265899,189.489
42.423,15.9965,2.7097,0.279,0.161,4.7791,21.3706,7.6462,1.58454307995587,210.963
19.32,7.2007,2.2636,0.8011,0.4169,-5.615,11.6404,3.7875,2.21573937839555,214.355
57.6796,22.1521,3.1581,0.2717,0.1637,36.6737,54.0013,17.0658,1.78981441933716,243.656
20.4749,10.3962,2.2718,0.6043,0.3342,-7.0831,17.3553,10.4123,2.08901627588268,191.434
56.8961,16.6032,2.9786,0.2437,0.1234,-13.4388,50.8119,12.2418,1.08385147158043,248.061
13.1823,10.6003,2.2799,0.7822,0.4646,13.6919,4.3486,11.0363,1.90586649002064,196.47
93.6758,32.3094,3.5178,0.2085,0.1085,0.8677,55.2096,16.7187,0.401553427287044,362.528
71.5533,20.3187,2.7997,0.3283,0.1975,-24.688,56.0385,18.7347,1.52587814187404,317.828
27.4371,11.7539,2.4393,0.4436,0.2345,5.8582,16.2187,7.512,1.96007003509051,164.816
90.5838,25.593,3.3384,0.2785,0.1961,-14.7829,81.6437,25.5043,0.815832367396483,346.398
21.1322,10.8373,2.3181,0.5625,0.2909,-6.3786,17.9514,8.6957,2.91838706033234,123.258
41.4007,24.7585,2.9425,0.21,0.109,20.1941,24.0314,23.5645,2.16483545856566,129.021
62.634,22.0529,3.3761,0.1527,0.0776,53.0492,57.4498,9.7108,1.16238877331311,211.71
12.6715,11.728,2.0846,0.7078,0.3827,-15.7575,9.0043,9.8003,1.71837487728539,122.255
18.1853,12.8991,2.4836,0.5616,0.2906,-2.9115,11.1418,7.4341,2.72305316574424,168.84
74.667,18.3794,2.8987,0.2197,0.1181,23.594,63.4413,11.7228,1.64407415804236,221.951
37.3461,18.3186,2.8754,0.2958,0.1512,25.7677,10.4355,16.7342,1.71945288464218,236.09
21.4458,17.2918,2.6835,0.4663,0.287,17.2794,15.1165,14.8169,2.41832563935675,232.04
22.3735,11.7884,2.5752,0.5479,0.3976,7.5774,15.7639,10.1974,1.70055437968759,186.179
17.3491,10.7024,2.3118,0.6439,0.3293,21.3388,10.3645,6.4011,2.82582602631778,116.62
27.979,11.4756,2.5353,0.4169,0.2085,39.4151,6.6349,5.2675,1.93066455577799,194.725
26.0756,16.183,2.6758,0.4494,0.2943,2.6627,12.5653,15.0875,1.9701933953722,106.2
30.3824,13.4151,2.5676,0.3897,0.2233,-7.5413,23.8201,11.3714,1.85895277703895,179.686
32.2851,20.7487,2.9472,0.3027,0.1666,5.2304,27.5241,9.8785,2.34787801622021,79.3781
41.9098,14.5218,2.6201,0.3597,0.217,9.2515,36.2718,10.2705,1.97953489698833,88.8168
87.425,29.4005,3.3715,0.2049,0.1048,-28.2982,65.1788,13.6436,1.17544275123849,302.01
30.1747,17.1108,2.7723,0.3091,0.1748,12.8834,24.3136,1.7449,1.15180289813065,150.329
34.3446,18.1795,2.7271,0.3955,0.2165,35.3808,28.1979,11.4743,1.91762749292958,137.777
28.6935,8.5113,2.4749,0.5796,0.33,33.8939,16.3239,4.938,1.79350921442675,240.523
17.5048,11.0088,2.2122,0.546,0.316,-0.1748,3.3504,5.654,1.55899090207143,156.575
56.428,22.3162,2.938,0.2445,0.1228,58.975,29.5543,16.4347,2.35806819034267,226.986
26.5358,17.3757,2.6946,0.402,0.2293,27.6417,19.5369,5.7024,1.84135145272295,208.413
24.7632,19.4205,2.7934,0.362,0.1939,11.3692,10.7197,16.8285,2.35595851283935,74.2206
40.0652,21.3799,2.9811,0.2851,0.1655,18.9428,26.5156,16.5628,2.06119890500944,213.502
61.2692,23.2062,3.3153,0.2153,0.1149,-10.0504,59.0903,16.3661,1.86815033477583,286.97
83.9166,20.296,2.836,0.2918,0.1597,80.6544,62.7348,20.6297,1.23805301209629,230.46
12.659,11.7579,2.0512,0.7111,0.3689,-15.4934,7.2461,11.1791,2.86259272993439,234.242
79.2015,22.8151,3.4651,0.1648,0.0913,30.7493,74.5319,10.3423,1.48659926525268,218.029
26.4244,16.4187,2.5484,0.396,0.2023,-25.3063,20.7747,11.1,2.69894262955387,186.501
21.7908,10.996,2.2601,0.5495,0.2995,14.7572,18.4806,7.2367,2.19575689891234,201.817
20.7684,8.9999,2.3243,0.6398,0.3341,25.2421,7.7059,1.5777,2.93635598959578,93.678
50.7177,16.2483,2.7853,0.3738,0.2336,40.2145,46.0921,15.855,1.66067011478517,224.009
20.3187,17.7844,2.525,0.4299,0.2373,4.5947,3.884,5.5003,2.6326605966634,48.0278
23.4322,11.943,2.5276,0.4837,0.2745,11.361,11.5442,4.7633,2.43539281650939,185.019
19.6579,9.5752,2.3802,0.6375,0.4271,-4.614,14.7369,9.9906,2.82663888008444,168.508
76.1989,27.7929,3.5964,0.1375,0.0728,39.0436,69.355,15.6241,0.887499153070361,167.356
28.7628,15.7492,2.5453,0.5157,0.2835,20.0838,22.4467,7.7567,1.94701920944939,232.901
85.0494,28.5947,3.4957,0.1977,0.1196,-44.3504,75.5082,14.6551,1.46060061843234,316.523
33.3414,19.8181,2.6623,0.3264,0.1643,-21.6316,28.4118,12.9327,1.35339052324206,194.465
23.12,13.0592,2.3847,0.466,0.2577,24.7351,14.5916,2.8713,2.55270195802106,77.5756
43.5404,12.5695,2.525,0.4896,0.2463,-45.3027,14.9656,11.2663,1.76368784041474,243.076
100.664,36.7371,4.1396,0.0939,0.0472,56.3175,85.6362,19.1624,1.09734199677185,272.607
45.5948,16.9006,2.7931,0.343,0.1876,22.8049,46.9577,7.5163,1.37472459796086,189.561
50.0133,21.1811,3.1661,0.2306,0.1231,64.963,41.1818,19.3027,0.876792588786711,231.876
25.1333,9.7512,2.2776,0.5066,0.3034,-12.9737,14.1166,3.4455,2.6855574465421,203.107
23.9001,10.1149,2.3936,0.5414,0.3131,5.8226,17.6801,7.6736,1.18865672473148,112.949
28.8227,18.0296,2.8985,0.3373,0.1939,12.6347,19.6779,10.0242,2.16703995813819,140.793
66.2175,21.5481,2.6862,0.3337,0.1905,72.7696,56.5129,16.6424,2.05111612795005,231.756
31.5721,17.7527,2.6875,0.306,0.1653,-3.1732,18.8407,14.0298,2.25692095067282,108.687
47.1363,17.6194,2.4728,0.4074,0.2172,47.3251,35.3755,12.9233,1.88045195261939,267.338
38.8415,15.7343,2.8024,0.3105,0.1647,4.6413,28.2858,9.3752,0.823325144279763,191.744
22.4815,10.7419,2.3284,0.5352,0.2887,23.2723,18.8778,10.1246,3.01532112041008,33.7811
34.5434,10.6311,2.6985,0.4004,0.2272,48.8336,7.9539,5.2069,1.86183755872916,151.214
36.7334,19.1008,2.941,0.3562,0.1919,21.2301,6.8988,9.9665,2.15559258373028,177.979
22.8572,10.076,2.3139,0.5728,0.3131,-30.3607,14.5138,7.0374,2.01818789285915,150.468
19.0796,9.9114,2.4116,0.6008,0.3004,-1.667,8.4566,5.4923,2.86920099973722,62.8114
72.9523,30.5716,3.5797,0.1361,0.0701,14.3582,67.4553,14.3698,0.915343871245193,195.749
19.1186,7.2913,2.1746,0.796,0.4381,-4.6941,10.419,3.4148,2.52565828187769,91.2273
23.7906,14.0915,2.4409,0.5036,0.3388,10.8068,18.5803,10.2987,0.608387303012181,62.058
16.7904,11.2518,2.2648,0.5978,0.3288,-3.1487,7.8228,6.1274,2.02861141388623,51.0104
18.8077,10.0508,2.3579,0.6842,0.4364,-5.1721,14.6619,6.8224,1.61867677481169,46.032
92.5734,31.9545,3.0533,0.2468,0.1659,-33.2248,70.0167,28.3546,1.82639421134476,332.854
25.8427,12.104,2.5172,0.462,0.2325,6.5765,8.5877,3.6327,1.53029218907823,214.401
30.8617,11.693,2.6575,0.5215,0.3069,15.3477,27.9333,8.8122,1.34298454797637,222.555
24.7203,17.6581,2.5763,0.313,0.1578,11.0237,15.4106,11.8772,1.89650956540172,58.6703
19.399,7.4377,2.1717,0.7407,0.4411,-1.2309,6.8109,4.5419,2.44967003253903,93.6069
37.0661,18.9517,2.8215,0.3062,0.1591,47.8092,21.1347,12.1373,1.31133251888914,184.36
92.5361,17.7426,3.3242,0.1934,0.1064,82.0072,88.5214,12.4642,1.10388619409232,269.446
29.2028,14.4924,2.5165,0.4049,0.2237,10.2394,17.1625,4.855,2.6474505135531,38.4126
92.3147,29.3381,3.6418,0.1777,0.0989,0.6611,65.2471,10.4268,1.0745632156985,330.901
22.7025,6.1491,2.2393,0.7839,0.464,22.3124,14.711,6.7914,1.93132426195128,238.616
29.6154,15.3251,2.721,0.3479,0.1797,36.0308,20.5275,3.5068,2.07004599726296,84.186
74.8526,24.3207,3.3863,0.198,0.1009,55.6635,63.2053,11.2853,1.55627203884715,265.465
46.9364,18.5233,3.0099,0.2405,0.1217,-2.7164,31.6987,11.2247,1.09705809126835,127.868
21.1449,6.7911,2.2565,0.7479,0.446,21.1667,14.6204,6.1983,0.732822531916085,73.0449
21.1274,12.8924,2.3107,0.4401,0.2225,14.0438,5.7136,8.0066,2.93636487658039,205.18
31.0527,21.0442,2.6968,0.3437,0.1719,39.2751,21.2631,9.7659,1.98709437004492,148.635
28.6836,12.2316,2.4698,0.4203,0.2153,33.5127,23.8686,9.5612,2.52742849590032,60.8276
77.4047,34.762,3.5437,0.2002,0.1185,-30.7767,58.2055,10.5048,1.46707228662327,299.492
18.8614,12.4778,2.4822,0.5931,0.3806,14.5851,15.8814,7.9247,2.05456082965134,237.282
18.2664,12.4183,2.5126,0.5622,0.3579,-2.3735,9.3134,10.5536,1.9583414006995,137.186
27.5369,17.5462,2.8633,0.3397,0.1705,-8.4329,22.4666,10.0525,2.51437474410789,111.446
88.3353,34.4307,3.5638,0.1521,0.0766,72.5934,92.0847,25.1096,2.20119877565098,166.896
47.0908,17.794,3.2496,0.3248,0.2153,5.0712,42.9502,12.4977,1.81412471047476,213.952
79.1886,22.9409,3.273,0.1856,0.0968,30.9449,84.9596,15.2506,1.26982343247387,148.692
21.4086,9.9958,2.2788,0.5684,0.3342,-4.3365,16.2155,9.9467,2.43554164688831,101.901
44.0512,17.9755,2.8621,0.2637,0.1367,62.15,17.2911,5.0869,1.35951074319924,165.107
19.3257,10.0227,2.2945,0.5533,0.2767,25.981,0,2.594,2.80576071424439,221.165
32.144,20.242,2.6042,0.2488,0.1356,-7.4867,19.8897,16.8424,2.81212266618284,98.2473
19.7594,7.3625,2.0663,0.7468,0.4163,-2.3324,9.0043,4.9781,2.96527774639269,195.254
72.3558,25.2105,3.1028,0.3007,0.1898,1.5853,55.6873,18.2632,0.581067001577858,362.993
25.8002,13.2023,2.3936,0.501,0.2848,17.6722,14.3858,11.9903,1.88381536965226,171.925
51.7157,24.1009,3.0469,0.184,0.0938,33.9577,36.5354,11.3904,1.81445542017142,167
28.582,16.8035,2.7304,0.3516,0.1777,-4.7874,22.1801,2.3464,2.6959812309817,119.815
21.4712,17.4477,2.3128,0.4866,0.2506,-9.4964,15.0278,5.671,2.81002596847161,191.119
36.5502,25.3158,3.0071,0.2617,0.1372,21.1488,17.445,17.5655,2.2911319616487,213.777
20.4878,9.6293,2.2529,0.6313,0.3827,-5.2322,15.7766,10.4855,1.43096373045327,210.796
77.6261,22.7467,3.1982,0.1761,0.0915,31.2745,63.3317,17.4256,1.75682152666185,240.038
18.3365,10.6044,2.1399,0.529,0.2717,24.8514,7.2312,2.9184,2.25493722337329,171.877
66.0798,20.4955,3.3085,0.1848,0.0961,53.5418,55.7708,5.2318,1.37591625130016,235.042
64.1003,25.5615,3.8047,0.1565,0.0869,21.4545,45.5128,12.7489,1.30225855883385,237.039
46.1956,32.2745,3.7257,0.1475,0.0812,44.6598,28.8594,10.5763,0.743147395110393,148.428
80.7602,23.753,3.2176,0.2072,0.1057,26.2943,86.821,12.9443,1.87458574421542,300.014
18.8575,10.2213,2.1523,0.5563,0.3134,23.6031,9.8103,3.1174,2.41971028535901,186.161
58.8047,33.6055,3.5673,0.1798,0.0955,45.2378,56.4516,26.5973,1.47137623887566,134.654
41.7791,10.5247,2.7105,0.4615,0.3087,46.0553,28.1884,6.9861,1.1732662390433,204.743
31.068,19.4888,2.5514,0.3006,0.1503,32.6815,23.015,13.5109,2.39603692489818,201.13
13.226,10.3547,2.1569,0.7944,0.4843,13.2345,6.1887,10.9801,3.02794867118477,162.185
18.7082,10.0778,2.2672,0.6216,0.3324,22.6438,10.8019,5.487,2.47319765287886,124.432
88.7642,33.506,4.058,0.106,0.0534,92.0989,74.2013,14.4082,0.951220491880124,247.631
22.8384,13.7628,2.5231,0.4888,0.3313,5.9665,15.5594,9.521,1.42105800487357,188.116
24.7188,18.7164,2.6274,0.3349,0.1686,0.4381,17.8681,10.5741,2.61166174720784,145.777
29.2258,8.3661,2.2601,0.6154,0.3489,30.7204,22.9136,6.7396,2.58937951600995,163.376
19.3209,10.0193,2.3711,0.5532,0.283,25.6493,5.2824,3.0817,2.80653005441592,221.146
25.7916,18.3451,2.7376,0.3806,0.2406,13.3334,10.9617,4.5159,2.25961920785072,167.396
42.9795,15.9668,2.6253,0.2607,0.1363,9.7417,29.9491,6.8072,1.8045012629433,185.708
88.736,31.0932,3.764,0.1579,0.0831,33.4619,77.2546,23.346,1.553345452272,272.492
13.1179,10.0384,2.2188,0.8036,0.5287,12.1815,7.779,10.1199,2.27289308439885,118.054
21.0476,18.0276,2.6425,0.4533,0.238,5.7451,16.6251,12.3327,2.02471315981224,189.636
34.7458,21.9104,3.0687,0.2996,0.1831,22.3991,17.3737,9.7927,1.14471901521848,189.474
13.0246,10.9754,2.1508,0.7562,0.4488,-14.1507,5.8998,10.2185,3.00114656474937,179.618
80.271,27.8899,3.1882,0.2425,0.1592,-43.3434,61.0639,20.5658,1.31122163802578,286.609
24.7466,9.3657,2.3918,0.5314,0.3387,-14.7987,11.2715,4.5162,1.83011701562132,231.858
35.9336,18.5428,2.7054,0.4,0.2138,38.8754,23.6713,15.7311,1.48895262776877,197.124
45.985,26.2917,3.1091,0.3407,0.2034,24.2692,34.8531,8.323,1.17805094149041,258.696
52.1073,21.5885,3.1124,0.1999,0.1038,53.3714,26.7463,11.2178,1.3221731621361,240.989
38.0041,11.0368,2.2492,0.4169,0.2113,-30.3125,24.9529,6.879,1.96076684281062,243.176
29.8236,17.7577,2.8497,0.3576,0.2085,17.0921,21.8454,10.6464,2.31207883931517,102.235
82.7708,25.18,3.2694,0.2189,0.1358,47.1937,83.6344,16.3078,1.68055113382252,213.973
67.0121,24.7274,3.4648,0.1495,0.0763,59.917,48.4471,10.6587,1.20708401442663,226.712
52.254,17.6747,3.0894,0.1986,0.1184,29.0404,32.0298,9.0218,1.43429663746484,255.514
22.1023,6.5949,2.1629,0.7354,0.4227,23.2173,12.8695,6.687,2.99067887040744,155.696
83.2096,31.5879,3.5227,0.1558,0.0875,24.5038,84.5229,27.474,1.99056786059552,182.666
41.2726,21.9081,3.221,0.2369,0.1211,26.9247,29.987,15.227,1.61298797067563,158.461
23.7691,10.8291,2.3811,0.4948,0.2723,12.0606,18.9078,4.4044,1.89769591427642,211.29
35.7318,26.4597,3.1552,0.2015,0.1011,-17.5408,15.0557,13.5758,2.04035579378496,153.031
33.8469,13.0364,2.4065,0.4353,0.2294,21.1296,20.7403,7.3487,1.7187738287306,235.852
31.3156,10.0145,2.4464,0.5045,0.2737,-24.0045,23.2522,8.761,0.854840942080926,143.031
72.8641,22.9807,3.1635,0.1599,0.0827,18.8737,44.6984,11.5621,0.765285579750365,234.499
68.0828,30.6709,3.5616,0.1797,0.1006,43.2074,68.7917,19.4485,1.40685545784114,210.517
19.1505,9.4805,2.2648,0.6413,0.4158,19.9184,14.0811,3.908,1.37139270379377,202.387
32.6279,15.1199,2.798,0.4076,0.211,7.762,13.2774,9.3391,1.79146903606405,67.121
22.2,12.8346,2.2718,0.6203,0.3556,9.3073,15.5974,8.4402,2.55673827078255,165.199
31.6835,27.1255,2.7955,0.2978,0.1529,13.607,21.9645,20.884,1.96491898796811,224.871
97.7809,31.7577,3.799,0.1217,0.0635,71.0966,87.5724,22.5111,0.758387865001766,267.293
41.7967,17.4889,2.8782,0.266,0.1383,-4.6361,15.0798,9.3551,2.04639198187129,206.47
16.9257,11.0041,2.2625,0.6339,0.3579,-3.5048,7.9115,7.2225,3.06843976932018,167.322
39.8586,10.4318,2.5218,0.4271,0.2752,45.8244,28.008,7.9734,2.49774896152007,81.2325
58.6083,27.0816,3.2598,0.2468,0.1262,25.4293,47.4135,29.0911,0.864288132441563,265.44
22.8277,14.7154,2.4579,0.5261,0.3502,6.4309,12.8232,7.3278,2.7038643271613,155.257
19.967,7.1262,2.2109,0.7815,0.4031,21.5647,12.7246,5.0347,1.87368565568197,178.732
22.9984,18.3025,2.7033,0.3881,0.2327,25.1272,19.8852,11.1359,2.53096397469339,185.909
66.7064,18.0313,3.2703,0.1948,0.1033,-14.6341,51.9567,12.4564,1.34623420890573,225.711
36.0107,20.6307,2.8573,0.3361,0.2396,15.7214,29.185,18.3962,1.71048173555451,183.421
12.7509,11.6175,2.0233,0.7204,0.3839,-15.4116,7.677,10.9531,2.60712953110818,147.754
